진단명,ICD코드,ADRG,ADRG명,MDC,계열,DRG코드
비뇨 및 골반 기관의 손상,S37,I750,"Injuries to Shoulder, Arm, Elbow, Knee, I75010 중증도 구분 없음",08,,"I75010, I75020, I75021, I75022, I75023"
비뇨 및 골반 기관의 손상,S37,L680,Other Kidney and Urinary Tract Diseases L68003 W Catastrophic CC,11,,"L68000, L68001, L68002, L68003"
비뇨 및 골반 기관의 손상,S37,M630,Other Male Reproductive System Diseases M63000 중증도 구분 없음,12,,M63000
비뇨 및 골반 기관의 손상,S37,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
비뇨 및 골반 기관의 손상,S37,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
비뇨 및 골반 기관의 손상,S37,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
비뇨 및 골반 기관의 손상,S37,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
비뇨 및 골반 기관의 손상,S37,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
비뇨 및 골반 기관의 손상,S37,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
비뇨 및 골반 기관의 손상,S37,W050,Abdominal Embolization For Multiple Significant Trauma,21-1,S,W05000
비뇨 및 골반 기관의 손상,S37,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
비뇨 및 골반 기관의 손상,S37,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
비뇨 및 골반 기관의 손상,S37,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,C620,Hyphema and Medically Managed Trauma C62001 W Catastrophic or Severe CC,12,,"C62000, C62001"
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,G689,Other Digestive system Diseases G68902 W Catastrophic CC,06,,"G68900, G68901, G68902"
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,I730,"Aftercare of Musculoskeletal Disorders, I73010 중증도 구분 없음",08,,"I73010, I73020, I73021"
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,J063,Mastectomy except Malignancy,09,S,J06300
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",T85,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
만성 바이러스간염,B18,H671,Other Hepatitis with Complications H67101 W Catastrophic CC,07,,"H67100, H67101"
만성 바이러스간염,B18,H672,Other Hepatitis without Complications H67200 중증도 구분 없음,15,,H67200
만성 바이러스간염,B18,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,L641,Kidney and Upper Urinary Tract Infections L64112 W Catastrophic CC,11,,"L64110, L64111, L64112, L64120, L64121, L64130"
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,L680,Other Kidney and Urinary Tract Diseases L68003 W Catastrophic CC,11,,"L68000, L68001, L68002, L68003"
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,M630,Other Male Reproductive System Diseases M63000 중증도 구분 없음,12,,M63000
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",T83,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
유방의 상세불명의 덩이,N63,KDRG 미등록,,,,
기타 이상 자궁 및 질 출혈,N93,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,Z50,Z600,"Rehabilitation, Age ≤18 Z60010 중증도 구분 없음",23,,"Z60010, Z60020, Z60021, Z60022, Z60023"
재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,Z50,Z640,Other Factors Influencing Health Status Z64002 W Catastrophic CC,23,,"Z64000, Z64001, Z64002"
달리 분류되지 않은 쇼크,R57,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
달리 분류되지 않은 쇼크,R57,D774,Other Mouth Diseases except Extractions D77400 중증도 구분 없음,03,,D77400
달리 분류되지 않은 쇼크,R57,F630,Heart Failure and Shock F63003 W Catastrophic CC,19,,"F63000, F63001, F63002, F63003"
달리 분류되지 않은 쇼크,R57,Q610,"Red Blood Cell Diseases, Age ≤18 Q61011 W Catastrophic or Severe or Moderate",16,,"Q61010, Q61011, Q61020, Q61021, Q61022, Q61023"
달리 분류되지 않은 쇼크,R57,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
달리 분류되지 않은 쇼크,R57,T011,OR Procedures for Sepsis with Complication,18-2,S,T01100
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,A091,"Tracheostomy for Face, Mouth and Neck Disorders with Long-Term Ventilator",Pre,S,
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,D603,"Ear, Nose, Mouth and Throat Malignancy D60303 W Catastrophic CC",03,,"D60300, D60301, D60302, D60303"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,G041,"Rectal Resection, Transanal or Transsacral Approach for Malignancy",06,S,"G04100, G04101"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,G503,Gastroscopy for Major Digestive Diseases,06,S,"G50300, G50301, G50302, G50303"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,G533,Sigmoidoscopy for Major Digestive Diseases,06,S,"G53300, G53301, G53302, G53303"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,G602,Digestive Malignancy with Chemotherapy G60203 W Catastrophic CC,06,,"G60200, G60201, G60202, G60203"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,G603,Digestive Malignancy without Radiation G60303 W Catastrophic CC,15,,"G60300, G60301, G60302, G60303"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,H131,Hepatobiliary Diagnostic Procedures for Malignancy,07,S,H13100
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,H623,Malignancy of Liver without Radiation H62303 W Catastrophic CC,06,,"H62300, H62301, H62302, H62303"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,N601,Malignant Neoplasms of Female N60102 W Catastrophic or Severe CC,15,,"N60100, N60101, N60102"
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,D37,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
기타 마비증후군,G83,B011,Complex Cerebral Aneurysm Procedures with Stroke,01,S,"B01100, B01101"
기타 마비증후군,G83,B012,Simple Cerebral Aneurysm Procedures with Stroke,01,S,B01200
기타 마비증후군,G83,B021,Intracranial Vascular Procedures with Stroke,01,S,"B02100, B02101, B02102"
기타 마비증후군,G83,B152,Excision of Intraspinal Lesion with Myelopathy,01,S,"B15200, B15201"
기타 마비증후군,G83,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
기타 마비증후군,G83,I062,Excision of Intraspinal Lesion with Myelopathy,08,S,"I06200, I06201"
기타 마비증후군,G83,I085,Other Spinal Procedures with Myelopathy,08,S,"I08500, I08501"
기타 마비증후군,G83,L680,Other Kidney and Urinary Tract Diseases L68003 W Catastrophic CC,11,,"L68000, L68001, L68002, L68003"
기타 마비증후군,G83,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
기타 마비증후군,G83,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",S53,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",S53,I286,Surgery of Forearm Fracture,08,S,"I28600, I28601, I28602, I28603"
"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",S53,I740,"Injuries to Forearm, Wrist, Hand and Foot, I74010 중증도 구분 없음",05,,"I74010, I74020, I74021"
"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",S53,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",S53,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",S53,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",S53,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
폐부종,J81,KDRG 미등록,,,,
연골의 기타 장애,M94,E773,Other Respiratory System Diseases E77303 W Catastrophic CC,04,,"E77300, E77301, E77302, E77303"
연골의 기타 장애,M94,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
연골의 기타 장애,M94,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
연골의 기타 장애,M94,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
연골의 기타 장애,M94,I194,Other Knee Joint Procedures,08,S,"I19400, I19401, I19402, I19403"
연골의 기타 장애,M94,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
연골의 기타 장애,M94,I211,Foot and Ankle Tendon and Ligament Procedures,08,S,I21100
연골의 기타 장애,M94,I212,Ankle Osteochondral Lesion Procedures,08,S,"I21200, I21201"
연골의 기타 장애,M94,I213,Other Foot and Ankle Procedures,08,S,"I21300, I21301, I21302"
연골의 기타 장애,M94,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
연골의 기타 장애,M94,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
연골의 기타 장애,M94,I667,"Other Connective Tissue Diseases, I66712 W Catastrophic CC",08,,"I66710, I66711, I66712, I66720, I66721, I66722"
연골의 기타 장애,M94,I696,,08,,"I69600, I69601, I69602"
연골의 기타 장애,M94,I760,"Other Musculoskeletal Diseases, Age ≤18 I76011 W Catastrophic or Severe CC",08,,"I76010, I76011, I76020, I76021, I76022"
질 및 외음부의 기타 염증,N76,N610,Female Reproductive System Infections N61003 W Catastrophic CC,13,,"N61000, N61001, N61002, N61003"
질 및 외음부의 기타 염증,N76,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
질 및 외음부의 기타 염증,N76,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
질 및 외음부의 기타 염증,N76,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
질 및 외음부의 기타 염증,N76,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
질 및 외음부의 기타 염증,N76,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
질 및 외음부의 기타 염증,N76,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
질 및 외음부의 기타 염증,N76,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
질 및 외음부의 기타 염증,N76,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
난관염 및 난소염,N70,N610,Female Reproductive System Infections N61003 W Catastrophic CC,13,,"N61000, N61001, N61002, N61003"
여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,N94,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,N94,O061,General Risk Vaginal Delivery After Cesarean Section,14,S,O06100
여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,N94,O610,Abortion without D&C or Aspiration O61001 W Catastrophic or Severe CC,14,,"O61000, O61001"
여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,N94,O641,,14,,"O64100, O64101"
여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,N94,O642,Other Antepartum Diseases without Severe O64203 W Catastrophic CC,13,,"O64200, O64201, O64202, O64203"
피부의 기타 양성 신생물,D23,C630,"Other Diseases of the Eye, Age ≤18 C63011 W Catastrophic or Severe or Moderate",02,,"C63010, C63011, C63020, C63021, C63022, C63023"
피부의 기타 양성 신생물,D23,J700,Other Minor Skin Diseases J70003 W Catastrophic CC,09,,"J70000, J70001, J70002, J70003"
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,B633,Nervous System Neoplasm without B63311 W Catastrophic or Severe CC,15,,"B63310, B63311, B63320, B63321, B63322, B63323"
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,L631,Kidney and Urinary Tract Neoplasms with L63100 중증도 구분 없음,11,,L63100
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
비뇨기관의 행동양식 불명 또는 미상의 신생물,D41,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
호흡의 이상,R06,D691,Allergic Rhinitis D69102 W Catastrophic CC,03,,"D69100, D69101, D69102"
호흡의 이상,R06,D730,Other Nose Diseases D73000 중증도 구분 없음,03,,D73000
호흡의 이상,R06,E771,Respiratory Symptoms and Signs or E77103 W Catastrophic CC,04,,"E77100, E77101, E77102, E77103"
